337,Microsoft Excel - Binary Workbook,application/vnd.ms-excel.sheet.binary.macroenabled.12,.xlsb,IANA: MS Excel
338,Microsoft Excel - Macro-Enabled Template File,application/vnd.ms-excel.template.macroenabled.12,.xltm,IANA: MS Excel
339,Microsoft Excel - Macro-Enabled Workbook,application/vnd.ms-excel.sheet.macroenabled.12,.xlsm,IANA: MS Excel
340,Microsoft Html Help File,application/vnd.ms-htmlhelp,.chm,IANA:MS Html Help File
341,Microsoft Information Card,application/x-mscardfile,.crd,Wikipedia: Information Card
342,Microsoft Learning Resource Module,application/vnd.ms-lrm,.lrm,IANA: MS Learning Resource Module
343,Microsoft MediaView,application/x-msmediaview,.mvb,Windows Help
344,Microsoft Money,application/x-msmoney,.mny,Wikipedia: Microsoft Money
345,Microsoft Office - OOXML - Presentation,application/vnd.openxmlformats-officedocument.presentationml.presentation,.pptx,IANA: OOXML - Presentation
346,Microsoft Office - OOXML - Presentation (Slide),application/vnd.openxmlformats-officedocument.presentationml.slide,.sldx,IANA: OOXML - Presentation
347,Microsoft Office - OOXML - Presentation (Slideshow),application/vnd.openxmlformats-officedocument.presentationml.slideshow,.ppsx,IANA: OOXML - Presentation
348,Microsoft Office - OOXML - Presentation Template,application/vnd.openxmlformats-officedocument.presentationml.template,.potx,IANA: OOXML - Presentation Template
349,Microsoft Office - OOXML - Spreadsheet,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,.xlsx,IANA: OOXML - Spreadsheet
350,Microsoft Office - OOXML - Spreadsheet Template,application/vnd.openxmlformats-officedocument.spreadsheetml.template,.xltx,IANA: OOXML - Spreadsheet Template
351,Microsoft Office - OOXML - Word Document,application/vnd.openxmlformats-officedocument.wordprocessingml.document,.docx,IANA: OOXML - Word Document
352,Microsoft Office - OOXML - Word Document Template,application/vnd.openxmlformats-officedocument.wordprocessingml.template,.dotx,IANA: OOXML - Word Document Template
353,Microsoft Office Binder,application/x-msbinder,.obd,Wikipedia: Microsoft Shared Tools
354,Microsoft Office System Release Theme,application/vnd.ms-officetheme,.thmx,IANA: MS Office System Release Theme
355,Microsoft OneNote,application/onenote,.onetoc,MS OneNote 2010
356,Microsoft PlayReady Ecosystem,audio/vnd.ms-playready.media.pya,.pya,IANA: Microsoft PlayReady Ecosystem
357,Microsoft PlayReady Ecosystem Video,video/vnd.ms-playready.media.pyv,.pyv,IANA: Microsoft PlayReady Ecosystem
358,Microsoft PowerPoint,application/vnd.ms-powerpoint,.ppt,IANA: MS PowerPoint
359,Microsoft PowerPoint - Add-in file,application/vnd.ms-powerpoint.addin.macroenabled.12,.ppam,IANA: MS PowerPoint
360,Microsoft PowerPoint - Macro-Enabled Open XML Slide,application/vnd.ms-powerpoint.slide.macroenabled.12,.sldm,IANA: MS PowerPoint
361,Microsoft PowerPoint - Macro-Enabled Presentation File,application/vnd.ms-powerpoint.presentation.macroenabled.12,.pptm,IANA: MS PowerPoint
362,Microsoft PowerPoint - Macro-Enabled Slide Show File,application/vnd.ms-powerpoint.slideshow.macroenabled.12,.ppsm,IANA: MS PowerPoint
363,Microsoft PowerPoint - Macro-Enabled Template File,application/vnd.ms-powerpoint.template.macroenabled.12,.potm,IANA: MS PowerPoint
364,Microsoft Project,application/vnd.ms-project,.mpp,IANA: MS PowerPoint
365,Microsoft Publisher,application/x-mspublisher,.pub,Wikipedia: Microsoft Publisher
366,Microsoft Schedule+,application/x-msschedule,.scd,Wikipedia: Microsoft Schedule Plus
367,Microsoft Silverlight,application/x-silverlight-app,.xap,Wikipedia: Silverlight
368,Microsoft Trust UI Provider - Certificate Trust Link,application/vnd.ms-pki.stl,.stl,IANA: MS Trust UI Provider
369,Microsoft Trust UI Provider - Security Catalog,application/vnd.ms-pki.seccat,.cat,IANA: MS Trust UI Provider
370,Microsoft Visio,application/vnd.visio,.vsd,IANA: Visio
371,Microsoft Visio 2013,application/vnd.visio2013,.vsdx,IANA: Visio
372,Microsoft Windows Media,video/x-ms-wm,.wm,Wikipedia: Advanced Systems Format (ASF)
373,Microsoft Windows Media Audio,audio/x-ms-wma,.wma,Wikipedia: Windows Media Audio
374,Microsoft Windows Media Audio Redirector,audio/x-ms-wax,.wax,Windows Media Metafiles
375,Microsoft Windows Media Audio/Video Playlist,video/x-ms-wmx,.wmx,Wikipedia: Advanced Systems Format (ASF)
376,Microsoft Windows Media Player Download Package,application/x-ms-wmd,.wmd,Wikipedia: Windows Media Player
377,Microsoft Windows Media Player Playlist,application/vnd.ms-wpl,.wpl,IANA: MS Windows Media Player Playlist
378,Microsoft Windows Media Player Skin Package,application/x-ms-wmz,.wmz,Wikipedia: Windows Media Player
379,Microsoft Windows Media Video,video/x-ms-wmv,.wmv,Wikipedia: Advanced Systems Format (ASF)
380,Microsoft Windows Media Video Playlist,video/x-ms-wvx,.wvx,Wikipedia: Advanced Systems Format (ASF)
381,Microsoft Windows Metafile,application/x-msmetafile,.wmf,Wikipedia: Windows Metafile
382,Microsoft Windows Terminal Services,application/x-msterminal,.trm,Wikipedia: Terminal Server
383,Microsoft Word,application/msword,.doc,Wikipedia: Microsoft Word
384,Microsoft Word - Macro-Enabled Document,application/vnd.ms-word.document.macroenabled.12,.docm,IANA: MS Word
385,Microsoft Word - Macro-Enabled Template,application/vnd.ms-word.template.macroenabled.12,.dotm,IANA: MS Word
386,Microsoft Wordpad,application/x-mswrite,.wri,Wikipedia: Wordpad
387,Microsoft Works,application/vnd.ms-works,.wps,IANA: MS Works
388,Microsoft XAML Browser Application,application/x-ms-xbap,.xbap,Wikipedia: XAML Browser
389,Microsoft XML Paper Specification,application/vnd.ms-xpsdocument,.xps,IANA: MS XML Paper Specification
390,MIDI - Musical Instrument Digital Interface,audio/midi,.mid,Wikipedia: MIDI
391,MiniPay,application/vnd.ibm.minipay,.mpy,IANA: MiniPay
392,MO:DCA-P,application/vnd.ibm.modcap,.afp,IANA: MO:DCA-P
393,Mobile Information Device Profile,application/vnd.jcp.javame.midlet-rms,.rms,IANA: Mobile Information Device Profile
394,MobileTV,application/vnd.tmobile-livetv,.tmo,IANA: MobileTV
395,Mobipocket,application/x-mobipocket-ebook,.prc,Wikipedia: Mobipocket
396,Mobius Management Systems - Basket file,application/vnd.mobius.mbk,.mbk,IANA: Mobius Management Systems
397,Mobius Management Systems - Distribution Database,application/vnd.mobius.dis,.dis,IANA: Mobius Management Systems
398,Mobius Management Systems - Policy Definition Language File,application/vnd.mobius.plc,.plc,IANA: Mobius Management Systems
399,Mobius Management Systems - Query File,application/vnd.mobius.mqy,.mqy,IANA: Mobius Management Systems
400,Mobius Management Systems - Script Language,application/vnd.mobius.msl,.msl,IANA: Mobius Management Systems
401,Mobius Management Systems - Topic Index File,application/vnd.mobius.txf,.txf,IANA: Mobius Management Systems
402,Mobius Management Systems - UniversalArchive,application/vnd.mobius.daf,.daf,IANA: Mobius Management Systems
403,mod_fly / fly.cgi,text/vnd.fly,.fly,IANA: Fly
404,Mophun Certificate,application/vnd.mophun.certificate,.mpc,IANA: Mophun Certificate
405,Mophun VM,application/vnd.mophun.application,.mpn,IANA: Mophun VM
406,Motion JPEG 2000,video/mj2,.mj2,IANA: MJ2
407,MPEG Audio,audio/mpeg,.mpga,Wikipedia: MPGA
408,MPEG Url,video/vnd.mpegurl,.mxu,IANA: MPEG Url
409,MPEG Video,video/mpeg,.mpeg,Wikipedia: MPEG
410,MPEG-21,application/mp21,.m21,Wikipedia: MPEG-21
411,MPEG-4 Audio,audio/mp4,.mp4a,Wikipedia: MP4A
412,MPEG-4 Video,video/mp4,.mp4,Wikipedia: MP4
413,MPEG4,application/mp4,.mp4,RFC 4337
414,Multimedia Playlist Unicode,application/vnd.apple.mpegurl,.m3u8,Wikipedia: M3U
415,MUsical Score Interpreted Code Invented for the ASCII designation of Notation,application/vnd.musician,.mus,IANA: MUSICIAN
416,Muvee Automatic Video Editing,application/vnd.muvee.style,.msty,IANA: Muvee
417,MXML,application/xv+xml,.mxml,Wikipedia: MXML
418,N-Gage Game Data,application/vnd.nokia.n-gage.data,.ngdat,IANA: N-Gage Game Data
419,N-Gage Game Installer,application/vnd.nokia.n-gage.symbian.install,.n-gage,IANA: N-Gage Game Installer
420,Navigation Control file for XML (for ePub),application/x-dtbncx+xml,.ncx,Wikipedia: EPUB
421,Network Common Data Form (NetCDF),application/x-netcdf,.nc,Wikipedia: NetCDF
422,neuroLanguage,application/vnd.neurolanguage.nlu,.nlu,IANA: neuroLanguage
423,New Moon Liftoff/DNA,application/vnd.dna,.dna,IANA: New Moon Liftoff/DNA
424,NobleNet Directory,application/vnd.noblenet-directory,.nnd,IANA: NobleNet Directory
425,NobleNet Sealer,application/vnd.noblenet-sealer,.nns,IANA: NobleNet Sealer
426,NobleNet Web,application/vnd.noblenet-web,.nnw,IANA: NobleNet Web
427,Nokia Radio Application - Preset,application/vnd.nokia.radio-preset,.rpst,IANA: Nokia Radio Application
428,Nokia Radio Application - Preset,application/vnd.nokia.radio-presets,.rpss,IANA: Nokia Radio Application
429,Notation3,text/n3,.n3,Wikipedia: Notation3
430,Novadigm's RADIA and EDM products,application/vnd.novadigm.edm,.edm,IANA: Novadigm's RADIA and EDM products
431,Novadigm's RADIA and EDM products,application/vnd.novadigm.edx,.edx,IANA: Novadigm's RADIA and EDM products
432,Novadigm's RADIA and EDM products,application/vnd.novadigm.ext,.ext,IANA: Novadigm's RADIA and EDM products
433,NpGraphIt,application/vnd.flographit,.gph,IANA: FloGraphIt
434,Nuera ECELP 4800,audio/vnd.nuera.ecelp4800,.ecelp4800,IANA: ECELP 4800
435,Nuera ECELP 7470,audio/vnd.nuera.ecelp7470,.ecelp7470,IANA: ECELP 7470
436,Nuera ECELP 9600,audio/vnd.nuera.ecelp9600,.ecelp9600,IANA: ECELP 9600
437,Office Document Architecture,application/oda,.oda,RFC 2161
438,Ogg,application/ogg,.ogx,Wikipedia: Ogg
439,Ogg Audio,audio/ogg,.oga,Wikipedia: Ogg
440,Ogg Video,video/ogg,.ogv,Wikipedia: Ogg
441,OMA Download Agents,application/vnd.oma.dd2+xml,.dd2,IANA: OMA Download Agents
442,Open Document Text Web,application/vnd.oasis.opendocument.text-web,.oth,IANA: OpenDocument Text Web
443,Open eBook Publication Structure,application/oebps-package+xml,.opf,Wikipedia: Open eBook
444,Open Financial Exchange,application/vnd.intu.qbo,.qbo,IANA: Open Financial Exchange
445,Open Office Extension,application/vnd.openofficeorg.extension,.oxt,IANA: Open Office Extension
446,Open Score Format,application/vnd.yamaha.openscoreformat,.osf,IANA: Open Score Format
447,Open Web Media Project - Audio,audio/webm,.weba,WebM Project
448,Open Web Media Project - Video,video/webm,.webm,WebM Project
449,OpenDocument Chart,application/vnd.oasis.opendocument.chart,.odc,IANA: OpenDocument Chart
450,OpenDocument Chart Template,application/vnd.oasis.opendocument.chart-template,.otc,IANA: OpenDocument Chart Template
451,OpenDocument Database,application/vnd.oasis.opendocument.database,.odb,IANA: OpenDocument Database
452,OpenDocument Formula,application/vnd.oasis.opendocument.formula,.odf,IANA: OpenDocument Formula
453,OpenDocument Formula Template,application/vnd.oasis.opendocument.formula-template,.odft,IANA: OpenDocument Formula Template
454,OpenDocument Graphics,application/vnd.oasis.opendocument.graphics,.odg,IANA: OpenDocument Graphics
455,OpenDocument Graphics Template,application/vnd.oasis.opendocument.graphics-template,.otg,IANA: OpenDocument Graphics Template
456,OpenDocument Image,application/vnd.oasis.opendocument.image,.odi,IANA: OpenDocument Image
457,OpenDocument Image Template,application/vnd.oasis.opendocument.image-template,.oti,IANA: OpenDocument Image Template
458,OpenDocument Presentation,application/vnd.oasis.opendocument.presentation,.odp,IANA: OpenDocument Presentation
459,OpenDocument Presentation Template,application/vnd.oasis.opendocument.presentation-template,.otp,IANA: OpenDocument Presentation Template
460,OpenDocument Spreadsheet,application/vnd.oasis.opendocument.spreadsheet,.ods,IANA: OpenDocument Spreadsheet
461,OpenDocument Spreadsheet Template,application/vnd.oasis.opendocument.spreadsheet-template,.ots,IANA: OpenDocument Spreadsheet Template
462,OpenDocument Text,application/vnd.oasis.opendocument.text,.odt,IANA: OpenDocument Text
463,OpenDocument Text Master,application/vnd.oasis.opendocument.text-master,.odm,IANA: OpenDocument Text Master
464,OpenDocument Text Template,application/vnd.oasis.opendocument.text-template,.ott,IANA: OpenDocument Text Template
465,OpenGL Textures (KTX),image/ktx,.ktx,KTX File Format
466,OpenOffice - Calc (Spreadsheet),application/vnd.sun.xml.calc,.sxc,Wikipedia: OpenOffice
467,OpenOffice - Calc Template (Spreadsheet),application/vnd.sun.xml.calc.template,.stc,Wikipedia: OpenOffice
468,OpenOffice - Draw (Graphics),application/vnd.sun.xml.draw,.sxd,Wikipedia: OpenOffice
469,OpenOffice - Draw Template (Graphics),application/vnd.sun.xml.draw.template,.std,Wikipedia: OpenOffice
470,OpenOffice - Impress (Presentation),application/vnd.sun.xml.impress,.sxi,Wikipedia: OpenOffice
471,OpenOffice - Impress Template (Presentation),application/vnd.sun.xml.impress.template,.sti,Wikipedia: OpenOffice
472,OpenOffice - Math (Formula),application/vnd.sun.xml.math,.sxm,Wikipedia: OpenOffice
473,OpenOffice - Writer (Text - HTML),application/vnd.sun.xml.writer,.sxw,Wikipedia: OpenOffice
474,OpenOffice - Writer (Text - HTML),application/vnd.sun.xml.writer.global,.sxg,Wikipedia: OpenOffice
475,OpenOffice - Writer Template (Text - HTML),application/vnd.sun.xml.writer.template,.stw,Wikipedia: OpenOffice
476,OpenType Font File,application/x-font-otf,.otf,OpenType Font File
477,OSFPVG,application/vnd.yamaha.openscoreformat.osfpvg+xml,.osfpvg,IANA: OSFPVG
478,OSGi Deployment Package,application/vnd.osgi.dp,.dp,IANA: OSGi Deployment Package
479,PalmOS Data,application/vnd.palm,.pdb,IANA: PalmOS Data
480,Pascal Source File,text/x-pascal,.p,Wikipedia: Pascal
481,PawaaFILE,application/vnd.pawaafile,.paw,IANA: PawaaFILE
482,PCL 6 Enhanced (Formely PCL XL),application/vnd.hp-pclxl,.pclxl,IANA: HP PCL XL
483,Pcsel eFIF File,application/vnd.picsel,.efif,IANA: Picsel eFIF File
484,PCX Image,image/x-pcx,.pcx,Wikipedia: PCX
485,Photoshop Document,image/vnd.adobe.photoshop,.psd,Wikipedia: Photoshop Document
486,PICSRules,application/pics-rules,.prf,W3C PICSRules
487,PICT Image,image/x-pict,.pic,Wikipedia: PICT
488,pIRCh,application/x-chat,.chat,Wikipedia: pIRCh
489,PKCS #10 - Certification Request Standard,application/pkcs10,.p10,RFC 2986
490,PKCS #12 - Personal Information Exchange Syntax Standard,application/x-pkcs12,.p12,RFC 2986
491,PKCS #7 - Cryptographic Message Syntax Standard,application/pkcs7-mime,.p7m,RFC 2315
492,PKCS #7 - Cryptographic Message Syntax Standard,application/pkcs7-signature,.p7s,RFC 2315
493,PKCS #7 - Cryptographic Message Syntax Standard (Certificate Request Response),application/x-pkcs7-certreqresp,.p7r,RFC 2986
494,PKCS #7 - Cryptographic Message Syntax Standard (Certificates),application/x-pkcs7-certificates,.p7b,RFC 2986
495,PKCS #8 - Private-Key Information Syntax Standard,application/pkcs8,.p8,RFC 5208
496,PocketLearn Viewers,application/vnd.pocketlearn,.plf,IANA: PocketLearn Viewers
497,Portable Anymap Image,image/x-portable-anymap,.pnm,Wikipedia: Netpbm Format
498,Portable Bitmap Format,image/x-portable-bitmap,.pbm,Wikipedia: Netpbm Format
499,Portable Compiled Format,application/x-font-pcf,.pcf,Wikipedia: Portable Compiled Format
500,Portable Font Resource,application/font-tdpfr,.pfr,RFC 3073
501,Portable Game Notation (Chess Games),application/x-chess-pgn,.pgn,Wikipedia: Portable Game Notationb
502,Portable Graymap Format,image/x-portable-graymap,.pgm,Wikipedia: Netpbm Format
503,Portable Network Graphics (PNG),image/png,.png,RFC 2083
504,Portable Network Graphics (PNG) (Citrix client),image/x-citrix-png,.png,RFC 2083
505,Portable Network Graphics (PNG) (x-token),image/x-png,.png,RFC 2083
506,Portable Pixmap Format,image/x-portable-pixmap,.ppm,Wikipedia: Netpbm Format
507,Portable Symmetric Key Container,application/pskc+xml,.pskcxml,RFC 6030
508,PosML,application/vnd.ctc-posml,.pml,IANA: PosML
509,PostScript,application/postscript,.ai,Wikipedia: PostScript
510,PostScript Fonts,application/x-font-type1,.pfa,Wikipedia: PostScript Fonts
511,PowerBuilder,application/vnd.powerbuilder6,.pbd,IANA: PowerBuilder
512,Pretty Good Privacy,application/pgp-encrypted,.pgp,RFC 2015
513,Pretty Good Privacy - Signature,application/pgp-signature,.pgp,RFC 2015
514,Preview Systems ZipLock/VBox,application/vnd.previewsystems.box,.box,IANA: Preview Systems ZipLock/Vbox
515,Princeton Video Image,application/vnd.pvi.ptid1,.ptid,IANA: Princeton Video Image
516,Pronunciation Lexicon Specification,application/pls+xml,.pls,RFC 4267
517,Proprietary P&G Standard Reporting System,application/vnd.pg.format,.str,IANA: Proprietary P&G Standard Reporting System
518,Proprietary P&G Standard Reporting System,application/vnd.pg.osasli,.ei6,IANA: Proprietary P&G Standard Reporting System
519,PRS Lines Tag,text/prs.lines.tag,.dsc,IANA: PRS Lines Tag
520,PSF Fonts,application/x-font-linux-psf,.psf,PSF Fonts
521,PubliShare Objects,application/vnd.publishare-delta-tree,.qps,IANA: PubliShare Objects
522,Qualcomm's Plaza Mobile Internet,application/vnd.pmi.widget,.wg,IANA: Qualcomm's Plaza Mobile Internet
523,QuarkXpress,application/vnd.quark.quarkxpress,.qxd,IANA: QuarkXPress
524,QUASS Stream Player,application/vnd.epson.esf,.esf,IANA: QUASS Stream Player
525,QUASS Stream Player,application/vnd.epson.msf,.msf,IANA: QUASS Stream Player
526,QUASS Stream Player,application/vnd.epson.ssf,.ssf,IANA: QUASS Stream Player
527,QuickAnime Player,application/vnd.epson.quickanime,.qam,IANA: QuickAnime Player
528,Quicken,application/vnd.intu.qfx,.qfx,IANA: Quicken
529,Quicktime Video,video/quicktime,.qt,Wikipedia: Quicktime
530,RAR Archive,application/x-rar-compressed,.rar,Wikipedia: RAR
531,Real Audio Sound,audio/x-pn-realaudio,.ram,Wikipedia: RealPlayer
532,Real Audio Sound,audio/x-pn-realaudio-plugin,.rmp,Wikipedia: RealPlayer
533,Really Simple Discovery,application/rsd+xml,.rsd,Wikipedia: Really Simple Discovery
534,RealMedia,application/vnd.rn-realmedia,.rm,
535,RealVNC,application/vnd.realvnc.bed,.bed,IANA: RealVNC
536,Recordare Applications,application/vnd.recordare.musicxml,.mxl,IANA: Recordare Apps
537,Recordare Applications,application/vnd.recordare.musicxml+xml,.musicxml,IANA: Recordare Apps
538,Relax NG Compact Syntax,application/relax-ng-compact-syntax,.rnc,Relax NG
539,RemoteDocs R-Viewer,application/vnd.data-vision.rdz,.rdz,IANA: Data-Vision
540,Resource Description Framework,application/rdf+xml,.rdf,RFC 3870
541,RetroPlatform Player,application/vnd.cloanto.rp9,.rp9,IANA: RetroPlatform Player
542,RhymBox,application/vnd.jisp,.jisp,IANA: RhymBox
543,Rich Text Format,application/rtf,.rtf,Wikipedia: Rich Text Format
544,Rich Text Format (RTF),text/richtext,.rtx,Wikipedia: Rich Text Format
545,ROUTE 66 Location Based Services,application/vnd.route66.link66+xml,.link66,IANA: ROUTE 66
546,RSS - Really Simple Syndication,application/rss+xml,".rss, .xml",Wikipedia: RSS
547,S Hexdump Format,application/shf+xml,.shf,RFC 4194
548,SailingTracker,application/vnd.sailingtracker.track,.st,IANA: SailingTracker
549,Scalable Vector Graphics (SVG),image/svg+xml,.svg,Wikipedia: SVG
550,ScheduleUs,application/vnd.sus-calendar,.sus,IANA: ScheduleUs
551,Search/Retrieve via URL Response Format,application/sru+xml,.sru,RFC 6207
552,Secure Electronic Transaction - Payment,application/set-payment-initiation,.setpay,IANA: SET Payment
553,Secure Electronic Transaction - Registration,application/set-registration-initiation,.setreg,IANA: SET Registration
554,Secured eMail,application/vnd.sema,.sema,IANA: Secured eMail
555,Secured eMail,application/vnd.semd,.semd,IANA: Secured eMail
556,Secured eMail,application/vnd.semf,.semf,IANA: Secured eMail
557,SeeMail,application/vnd.seemail,.see,IANA: SeeMail
558,Server Normal Format,application/x-font-snf,.snf,Wikipedia: Server Normal Format
559,Server-Based Certificate Validation Protocol - Validation Policies - Request,application/scvp-vp-request,.spq,RFC 5055
560,Server-Based Certificate Validation Protocol - Validation Policies - Response,application/scvp-vp-response,.spp,RFC 5055
561,Server-Based Certificate Validation Protocol - Validation Request,application/scvp-cv-request,.scq,RFC 5055
562,Server-Based Certificate Validation Protocol - Validation Response,application/scvp-cv-response,.scs,RFC 5055
563,Session Description Protocol,application/sdp,.sdp,RFC 2327
564,Setext,text/x-setext,.etx,Wikipedia: Setext
565,SGI Movie,video/x-sgi-movie,.movie,SGI Facts
566,Shana Informed Filler,application/vnd.shana.informed.formdata,.ifm,IANA: Shana Informed Filler
567,Shana Informed Filler,application/vnd.shana.informed.formtemplate,.itp,IANA: Shana Informed Filler
568,Shana Informed Filler,application/vnd.shana.informed.interchange,.iif,IANA: Shana Informed Filler
569,Shana Informed Filler,application/vnd.shana.informed.package,.ipk,IANA: Shana Informed Filler
570,Sharing Transaction Fraud Data,application/thraud+xml,.tfi,RFC 5941
571,Shell Archive,application/x-shar,.shar,Wikipedia: Shell Archie
572,Silicon Graphics RGB Bitmap,image/x-rgb,.rgb,RGB Image Format
573,SimpleAnimeLite Player,application/vnd.epson.salt,.slt,IANA: SimpleAnimeLite Player
574,Simply Accounting,application/vnd.accpac.simply.aso,.aso,IANA: Simply Accounting
575,Simply Accounting - Data Import,application/vnd.accpac.simply.imp,.imp,IANA: Simply Accounting
576,SimTech MindMapper,application/vnd.simtech-mindmapper,.twd,IANA: SimTech MindMapper
577,Sixth Floor Media - CommonSpace,application/vnd.commonspace,.csp,IANA: CommonSpace
578,SMAF Audio,application/vnd.yamaha.smaf-audio,.saf,IANA: SMAF Audio
579,SMAF File,application/vnd.smaf,.mmf,IANA: SMAF File
580,SMAF Phrase,application/vnd.yamaha.smaf-phrase,.spf,IANA: SMAF Phrase
581,SMART Technologies Apps,application/vnd.smart.teacher,.teacher,IANA: SMART Technologies Apps
582,SourceView Document,application/vnd.svd,.svd,IANA: SourceView Document
583,SPARQL - Query,application/sparql-query,.rq,W3C SPARQL
584,SPARQL - Results,application/sparql-results+xml,.srx,W3C SPARQL
585,Speech Recognition Grammar Specification,application/srgs,.gram,W3C Speech Grammar
586,Speech Recognition Grammar Specification - XML,application/srgs+xml,.grxml,W3C Speech Grammar
587,Speech Synthesis Markup Language,application/ssml+xml,.ssml,W3C Speech Synthesis
588,SSEYO Koan Play File,application/vnd.koan,.skp,IANA: SSEYO Koan Play File
589,Standard Generalized Markup Language (SGML),text/sgml,.sgml,Wikipedia: SGML
590,StarOffice - Calc,application/vnd.stardivision.calc,.sdc,
591,StarOffice - Draw,application/vnd.stardivision.draw,.sda,
592,StarOffice - Impress,application/vnd.stardivision.impress,.sdd,
593,StarOffice - Math,application/vnd.stardivision.math,.smf,
594,StarOffice - Writer,application/vnd.stardivision.writer,.sdw,
595,StarOffice - Writer (Global),application/vnd.stardivision.writer-global,.sgl,
596,StepMania,application/vnd.stepmania.stepchart,.sm,IANA: StepMania
597,Stuffit Archive,application/x-stuffit,.sit,Wikipedia: Stuffit
598,Stuffit Archive,application/x-stuffitx,.sitx,Wikipedia: Stuffit
599,SudokuMagic,application/vnd.solent.sdkm+xml,.sdkm,IANA: SudokuMagic
600,Sugar Linux Application Bundle,application/vnd.olpc-sugar,.xo,IANA: Sugar Linux App Bundle
601,Sun Audio - Au file format,audio/basic,.au,Wikipedia: Sun audio
602,SundaHus WQ,application/vnd.wqd,.wqd,IANA: SundaHus WQ
603,Symbian Install Package,application/vnd.symbian.install,.sis,IANA: Symbian Install
604,Synchronized Multimedia Integration Language,application/smil+xml,.smi,RFC 4536
605,SyncML,application/vnd.syncml+xml,.xsm,IANA: SyncML
606,SyncML - Device Management,application/vnd.syncml.dm+wbxml,.bdm,IANA: SyncML
607,SyncML - Device Management,application/vnd.syncml.dm+xml,.xdm,IANA: SyncML
608,System V Release 4 CPIO Archive,application/x-sv4cpio,.sv4cpio,Wikipedia: pax
609,System V Release 4 CPIO Checksum Data,application/x-sv4crc,.sv4crc,Wikipedia: pax
610,Systems Biology Markup Language,application/sbml+xml,.sbml,RFC 3823
611,Tab Seperated Values,text/tab-separated-values,.tsv,Wikipedia: TSV
612,Tagged Image File Format,image/tiff,.tiff,Wikipedia: TIFF
613,Tao Intent,application/vnd.tao.intent-module-archive,.tao,IANA: Tao Intent
614,Tar File (Tape Archive),application/x-tar,.tar,Wikipedia: Tar
615,Tcl Script,application/x-tcl,.tcl,Wikipedia: Tcl
616,TeX,application/x-tex,.tex,Wikipedia: TeX
617,TeX Font Metric,application/x-tex-tfm,.tfm,Wikipedia: TeX Font Metric
618,Text Encoding and Interchange,application/tei+xml,.tei,RFC 6129
619,Text File,text/plain,.txt,Wikipedia: Text File
620,TIBCO Spotfire,application/vnd.spotfire.dxp,.dxp,IANA: TIBCO Spotfire
621,TIBCO Spotfire,application/vnd.spotfire.sfs,.sfs,IANA: TIBCO Spotfire
622,Time Stamped Data Envelope,application/timestamped-data,.tsd,RFC 5955
623,TRI Systems Config,application/vnd.trid.tpt,.tpt,IANA: TRI Systems
624,Triscape Map Explorer,application/vnd.triscape.mxs,.mxs,IANA: Triscape Map Explorer
625,troff,text/troff,.t,Wikipedia: troff
626,True BASIC,application/vnd.trueapp,.tra,IANA: True BASIC
627,TrueType Font,application/x-font-ttf,.ttf,Wikipedia: TrueType
628,Turtle (Terse RDF Triple Language),text/turtle,.ttl,Wikipedia: Turtle
629,UMAJIN,application/vnd.umajin,.umj,IANA: UMAJIN
630,Unique Object Markup Language,application/vnd.uoml+xml,.uoml,IANA: UOML
631,Unity 3d,application/vnd.unity,.unityweb,IANA: Unity 3d
632,Universal Forms Description Language,application/vnd.ufdl,.ufd,IANA: Universal Forms Description Language
633,URI Resolution Services,text/uri-list,.uri,RFC 2483
634,User Interface Quartz - Theme (Symbian),application/vnd.uiq.theme,.utz,IANA: User Interface Quartz
635,Ustar (Uniform Standard Tape Archive),application/x-ustar,.ustar,Wikipedia: Ustar
636,UUEncode,text/x-uuencode,.uu,Wikipedia: UUEncode
637,vCalendar,text/x-vcalendar,.vcs,Wikipedia: vCalendar
638,vCard,text/x-vcard,.vcf,Wikipedia: vCard
639,Video CD,application/x-cdlink,.vcd,Wikipedia: Video CD
640,Viewport+,application/vnd.vsf,.vsf,IANA: Viewport+
641,Virtual Reality Modeling Language,model/vrml,.wrl,Wikipedia: VRML
642,VirtualCatalog,application/vnd.vcx,.vcx,IANA: VirtualCatalog
643,Virtue MTS,model/vnd.mts,.mts,IANA: MTS
644,Virtue VTU,model/vnd.vtu,.vtu,IANA: VTU
645,Visionary,application/vnd.visionary,.vis,IANA: Visionary
646,Vivo,video/vnd.vivo,.viv,IANA: Vivo
647,Voice Browser Call Control,"application/ccxml+xml,",.ccxml,Voice Browser Call Control: CCXML Version 1.0
648,VoiceXML,application/voicexml+xml,.vxml,RFC 4267
649,WAIS Source,application/x-wais-source,.src,YoLinux
650,WAP Binary XML (WBXML),application/vnd.wap.wbxml,.wbxml,IANA: WBXML
651,WAP Bitamp (WBMP),image/vnd.wap.wbmp,.wbmp,IANA: WBMP
652,Waveform Audio File Format (WAV),audio/x-wav,.wav,Wikipedia: WAV
653,Web Distributed Authoring and Versioning,application/davmount+xml,.davmount,RFC 4918
654,Web Open Font Format,application/x-font-woff,.woff,Wikipedia: Web Open Font Format
655,Web Services Policy,application/wspolicy+xml,.wspolicy,W3C Web Services Policy
656,WebP Image,image/webp,.webp,Wikipedia: WebP
657,WebTurbo,application/vnd.webturbo,.wtb,IANA: WebTurbo
